Provider_ID,Provider_Name,Hospital_CCN,Affiliation_Status
PRV000697,Provider Name 697,773360,Active
PRV000698,Provider Name 698,665041,Active
PRV000699,Provider Name 699,389249,Active
PRV000700,Provider Name 700,948073,Active
PRV000701,Provider Name 701,693880,Active
PRV000702,Provider Name 702,518635,Active
PRV000703,Provider Name 703,686502,Active
PRV000704,Provider Name 704,965434,Active
PRV000705,Provider Name 705,461113,Active
PRV000706,Provider Name 706,967381,Active
PRV000707,Provider Name 707,577571,Active
PRV000708,Provider Name 708,966377,Active
PRV000709,Provider Name 709,377988,Active
PRV000710,Provider Name 710,110927,Active
PRV000711,Provider Name 711,640135,Active
PRV000712,Provider Name 712,775627,Active
PRV000713,Provider Name 713,180556,Active
PRV000714,Provider Name 714,764083,Active
PRV000715,Provider Name 715,693706,Active
PRV000716,Provider Name 716,752547,Active
PRV000717,Provider Name 717,693063,Active
PRV000718,Provider Name 718,624667,Active
PRV000719,Provider Name 719,367120,Active
PRV000720,Provider Name 720,509043,Active
PRV000721,Provider Name 721,640853,Active
PRV000722,Provider Name 722,458893,Active
PRV000723,Provider Name 723,265010,Active
PRV000724,Provider Name 724,118748,Active
PRV000725,Provider Name 725,532788,Active
PRV000726,Provider Name 726,476884,Active
PRV000727,Provider Name 727,824786,Active
PRV000728,Provider Name 728,608720,Active
PRV000729,Provider Name 729,693706,Active
PRV000730,Provider Name 730,628308,Active
PRV000731,Provider Name 731,168989,Active
PRV000732,Provider Name 732,538780,Active
PRV000733,Provider Name 733,342869,Active
PRV000734,Provider Name 734,523868,Active
PRV000735,Provider Name 735,168851,Active
PRV000736,Provider Name 736,711420,Active
PRV000737,Provider Name 737,730066,Active
PRV000738,Provider Name 738,780838,Active
PRV000739,Provider Name 739,367364,Active
PRV000740,Provider Name 740,341576,Active
PRV000741,Provider Name 741,551505,Active
PRV000742,Provider Name 742,295591,Active
PRV000743,Provider Name 743,663803,Active
PRV000744,Provider Name 744,773360,Active
PRV000745,Provider Name 745,161292,Active
PRV000746,Provider Name 746,448026,Active
PRV000747,Provider Name 747,921503,Active
PRV000748,Provider Name 748,487349,Active
PRV000749,Provider Name 749,535281,Active
PRV000750,Provider Name 750,800467,Active
PRV000751,Provider Name 751,327512,Active
PRV000752,Provider Name 752,977429,Active
PRV000753,Provider Name 753,982992,Active
PRV000754,Provider Name 754,870780,Active
PRV000755,Provider Name 755,429327,Active
PRV000756,Provider Name 756,878896,Active
PRV000757,Provider Name 757,886126,Active
PRV000758,Provider Name 758,619520,Active
PRV000759,Provider Name 759,752547,Active
PRV000760,Provider Name 760,850027,Active
PRV000761,Provider Name 761,157651,Active
PRV000762,Provider Name 762,608720,Active
PRV000763,Provider Name 763,599483,Active
PRV000764,Provider Name 764,471583,Active
PRV000765,Provider Name 765,377558,Active
PRV000766,Provider Name 766,497468,Active
PRV000767,Provider Name 767,110927,Active
PRV000768,Provider Name 768,177564,Active
PRV000769,Provider Name 769,360506,Active
PRV000770,Provider Name 770,775627,Active
PRV000771,Provider Name 771,420366,Active
PRV000772,Provider Name 772,372624,Active
PRV000773,Provider Name 773,965434,Active
PRV000774,Provider Name 774,775627,Active
PRV000775,Provider Name 775,619520,Active
PRV000776,Provider Name 776,437316,Active
PRV000777,Provider Name 777,990355,Active
PRV000778,Provider Name 778,547780,Active
PRV000779,Provider Name 779,693880,Active
PRV000780,Provider Name 780,612947,Active
PRV000781,Provider Name 781,390226,Active
PRV000782,Provider Name 782,110927,Active
PRV000783,Provider Name 783,686502,Active
PRV000784,Provider Name 784,105307,Active
PRV000785,Provider Name 785,845788,Active
PRV000786,Provider Name 786,960295,Active
PRV000787,Provider Name 787,479798,Active
PRV000788,Provider Name 788,840952,Active
PRV000789,Provider Name 789,491226,Active
PRV000790,Provider Name 790,952759,Active
PRV000791,Provider Name 791,546872,Active
PRV000792,Provider Name 792,185620,Active
PRV000793,Provider Name 793,479798,Active
PRV000794,Provider Name 794,271376,Active
PRV000795,Provider Name 795,948285,Active
PRV000796,Provider Name 796,306744,Active
PRV000797,Provider Name 797,551505,Active
PRV000798,Provider Name 798,897456,Active
PRV000799,Provider Name 799,822182,Active
PRV000800,Provider Name 800,963748,Active
PRV000801,Provider Name 801,960295,Active
PRV000802,Provider Name 802,565176,Active
PRV000803,Provider Name 803,601911,Active
PRV000804,Provider Name 804,163080,Active
PRV000805,Provider Name 805,546061,Active
PRV000806,Provider Name 806,657675,Active
PRV000807,Provider Name 807,756765,Active
PRV000808,Provider Name 808,215479,Active
PRV000809,Provider Name 809,312918,Active
PRV000810,Provider Name 810,554066,Active
PRV000811,Provider Name 811,349728,Active
PRV000812,Provider Name 812,754242,Active
PRV000813,Provider Name 813,396893,Active
PRV000814,Provider Name 814,802103,Active
PRV000815,Provider Name 815,458016,Active
PRV000816,Provider Name 816,156542,Active
PRV000817,Provider Name 817,952759,Active
PRV000818,Provider Name 818,334297,Active
PRV000819,Provider Name 819,729591,Active
PRV000820,Provider Name 820,784462,Active
PRV000821,Provider Name 821,690008,Active
PRV000822,Provider Name 822,250848,Active
PRV000823,Provider Name 823,931521,Active
PRV000824,Provider Name 824,247394,Active
PRV000825,Provider Name 825,460218,Active
PRV000826,Provider Name 826,170175,Active
PRV000827,Provider Name 827,476884,Active
PRV000828,Provider Name 828,735645,Active
PRV000829,Provider Name 829,657675,Active
PRV000830,Provider Name 830,897456,Active
PRV000831,Provider Name 831,990632,Active
PRV000832,Provider Name 832,374329,Active
PRV000833,Provider Name 833,693063,Active
PRV000834,Provider Name 834,721389,Active
PRV000835,Provider Name 835,474138,Active
PRV000836,Provider Name 836,396893,Active
PRV000837,Provider Name 837,460218,Active
PRV000838,Provider Name 838,693706,Active
PRV000839,Provider Name 839,466597,Active
PRV000840,Provider Name 840,870780,Active
PRV000841,Provider Name 841,601911,Active
PRV000842,Provider Name 842,149189,Active
PRV000843,Provider Name 843,840952,Active
PRV000844,Provider Name 844,341478,Active
PRV000845,Provider Name 845,931349,Active
PRV000846,Provider Name 846,775717,Active
PRV000847,Provider Name 847,349723,Active
PRV000848,Provider Name 848,974968,Active
PRV000849,Provider Name 849,690415,Active
PRV000850,Provider Name 850,420354,Active
PRV000851,Provider Name 851,466597,Active
PRV000852,Provider Name 852,437316,Active
PRV000853,Provider Name 853,744995,Active
PRV000854,Provider Name 854,690008,Active
PRV000855,Provider Name 855,538143,Active
PRV000856,Provider Name 856,642624,Active
PRV000857,Provider Name 857,562186,Active
PRV000858,Provider Name 858,420354,Active
PRV000859,Provider Name 859,591652,Active
PRV000860,Provider Name 860,784462,Active
PRV000861,Provider Name 861,799747,Active
PRV000862,Provider Name 862,239289,Active
PRV000863,Provider Name 863,568959,Active
PRV000864,Provider Name 864,389621,Active
PRV000865,Provider Name 865,343413,Active
PRV000866,Provider Name 866,693706,Active
PRV000867,Provider Name 867,619251,Active
PRV000868,Provider Name 868,626897,Active
PRV000869,Provider Name 869,447435,Active
PRV000870,Provider Name 870,692001,Active
PRV000871,Provider Name 871,982992,Active
PRV000872,Provider Name 872,166223,Active
PRV000873,Provider Name 873,271376,Active
PRV000874,Provider Name 874,149189,Active
PRV000875,Provider Name 875,531411,Active
PRV000876,Provider Name 876,565176,Active
PRV000877,Provider Name 877,271376,Active
PRV000878,Provider Name 878,895551,Active
PRV000879,Provider Name 879,331915,Active
PRV000880,Provider Name 880,872351,Active
PRV000881,Provider Name 881,859317,Active
PRV000882,Provider Name 882,429327,Active
PRV000883,Provider Name 883,990355,Active
PRV000884,Provider Name 884,549564,Active
PRV000885,Provider Name 885,247394,Active
PRV000886,Provider Name 886,341478,Active
PRV000887,Provider Name 887,604607,Active
PRV000888,Provider Name 888,389741,Active
PRV000889,Provider Name 889,118478,Active
PRV000890,Provider Name 890,506533,Active
PRV000891,Provider Name 891,763164,Active
PRV000892,Provider Name 892,491226,Active
PRV000893,Provider Name 893,754242,Active
PRV000894,Provider Name 894,327512,Active
PRV000895,Provider Name 895,144794,Active
PRV000896,Provider Name 896,485541,Active
PRV000897,Provider Name 897,532788,Active
PRV000898,Provider Name 898,672577,Active
PRV000899,Provider Name 899,690345,Active
PRV000900,Provider Name 900,479798,Active
PRV000901,Provider Name 901,838464,Active
PRV000902,Provider Name 902,878896,Active
PRV000903,Provider Name 903,111161,Active
PRV000904,Provider Name 904,640135,Active
PRV000905,Provider Name 905,837737,Active
PRV000906,Provider Name 906,902573,Active
PRV000907,Provider Name 907,343413,Active
PRV000908,Provider Name 908,168851,Active
PRV000909,Provider Name 909,819533,Active
PRV000910,Provider Name 910,377558,Active
PRV000911,Provider Name 911,605620,Active
PRV000912,Provider Name 912,735991,Active
PRV000913,Provider Name 913,599440,Active
PRV000914,Provider Name 914,761217,Active
PRV000915,Provider Name 915,729591,Active
PRV000916,Provider Name 916,517824,Active
PRV000917,Provider Name 917,549651,Active
PRV000918,Provider Name 918,894043,Active
PRV000919,Provider Name 919,120981,Active
PRV000920,Provider Name 920,578096,Active
PRV000921,Provider Name 921,513462,Active
PRV000922,Provider Name 922,327512,Active
PRV000923,Provider Name 923,845788,Active
PRV000924,Provider Name 924,538780,Active
PRV000925,Provider Name 925,337684,Active
PRV000926,Provider Name 926,875932,Active
PRV000927,Provider Name 927,491226,Active
PRV000928,Provider Name 928,994601,Active
PRV000929,Provider Name 929,861417,Active
PRV000930,Provider Name 930,712652,Active
PRV000931,Provider Name 931,921503,Active
PRV000932,Provider Name 932,729591,Active
PRV000933,Provider Name 933,754242,Active
PRV000934,Provider Name 934,215479,Active
PRV000935,Provider Name 935,297361,Active
PRV000936,Provider Name 936,672577,Active
PRV000937,Provider Name 937,703989,Active
PRV000938,Provider Name 938,546061,Active
PRV000939,Provider Name 939,619251,Active
PRV000940,Provider Name 940,260196,Active
PRV000941,Provider Name 941,870780,Active
PRV000942,Provider Name 942,530146,Active
PRV000943,Provider Name 943,376292,Active
PRV000944,Provider Name 944,458893,Active
PRV000945,Provider Name 945,118478,Active
PRV000946,Provider Name 946,870780,Active
PRV000947,Provider Name 947,168989,Active
PRV000948,Provider Name 948,763164,Active
PRV000949,Provider Name 949,110927,Active
PRV000950,Provider Name 950,961023,Active
PRV000951,Provider Name 951,847801,Active
PRV000952,Provider Name 952,809646,Active
PRV000953,Provider Name 953,961023,Active
PRV000954,Provider Name 954,704846,Active
PRV000955,Provider Name 955,837737,Active
PRV000956,Provider Name 956,334297,Active
PRV000957,Provider Name 957,717641,Active
PRV000958,Provider Name 958,458893,Active
PRV000959,Provider Name 959,711704,Active
PRV000960,Provider Name 960,990355,Active
PRV000961,Provider Name 961,761217,Active
PRV000962,Provider Name 962,982004,Active
PRV000963,Provider Name 963,386412,Active
PRV000964,Provider Name 964,730066,Active
PRV000965,Provider Name 965,743427,Active
PRV000966,Provider Name 966,214210,Active
PRV000967,Provider Name 967,403468,Active
PRV000968,Provider Name 968,546872,Active
PRV000969,Provider Name 969,692001,Active
PRV000970,Provider Name 970,479798,Active
PRV000971,Provider Name 971,536486,Active
PRV000972,Provider Name 972,389621,Active
PRV000973,Provider Name 973,926792,Active
PRV000974,Provider Name 974,568959,Active
PRV000975,Provider Name 975,849370,Active
PRV000976,Provider Name 976,156542,Active
PRV000977,Provider Name 977,840952,Active
PRV000978,Provider Name 978,875932,Active
PRV000979,Provider Name 979,343413,Active
PRV000980,Provider Name 980,604607,Active
PRV000981,Provider Name 981,466597,Active
PRV000982,Provider Name 982,631224,Active
PRV000983,Provider Name 983,458893,Active
PRV000984,Provider Name 984,642624,Active
PRV000985,Provider Name 985,447435,Active
PRV000986,Provider Name 986,173952,Active
PRV000987,Provider Name 987,931521,Active
PRV000988,Provider Name 988,599819,Active
PRV000989,Provider Name 989,692001,Active
PRV000990,Provider Name 990,155106,Active
PRV000991,Provider Name 991,247394,Active
PRV000992,Provider Name 992,775627,Active
PRV000993,Provider Name 993,868802,Active
PRV000994,Provider Name 994,819533,Active
PRV000995,Provider Name 995,271376,Active
PRV000996,Provider Name 996,538780,Active
PRV000997,Provider Name 997,177988,Active
PRV000998,Provider Name 998,604607,Active
PRV000999,Provider Name 999,766775,Active
PRV001000,Provider Name 1000,546793,Active
PRV001001,Provider Name 1001,389741,Active
PRV001002,Provider Name 1002,547780,Active
PRV001003,Provider Name 1003,386412,Active
PRV001004,Provider Name 1004,389249,Active
PRV001005,Provider Name 1005,817500,Active
PRV001006,Provider Name 1006,528245,Active
PRV001007,Provider Name 1007,338959,Active
PRV001008,Provider Name 1008,312918,Active
PRV001009,Provider Name 1009,336450,Active
PRV001010,Provider Name 1010,338959,Active
PRV001011,Provider Name 1011,862557,Active
PRV001012,Provider Name 1012,578096,Active
PRV001013,Provider Name 1013,619251,Active
PRV001014,Provider Name 1014,870780,Active
PRV001015,Provider Name 1015,657675,Active
PRV001016,Provider Name 1016,163080,Active
PRV001017,Provider Name 1017,287265,Active
PRV001018,Provider Name 1018,693002,Active
PRV001019,Provider Name 1019,342869,Active
PRV001020,Provider Name 1020,169790,Active
PRV001021,Provider Name 1021,751491,Active
PRV001022,Provider Name 1022,361159,Active
PRV001023,Provider Name 1023,693002,Active
PRV001024,Provider Name 1024,312918,Active
PRV001025,Provider Name 1025,334297,Active
PRV001026,Provider Name 1026,578096,Active
PRV001027,Provider Name 1027,520009,Active
PRV001028,Provider Name 1028,799747,Active
PRV001029,Provider Name 1029,663803,Active
PRV001030,Provider Name 1030,771996,Active
PRV001031,Provider Name 1031,990355,Active
PRV001032,Provider Name 1032,118748,Active
PRV001033,Provider Name 1033,389741,Active
PRV001034,Provider Name 1034,342869,Active
PRV001035,Provider Name 1035,127443,Active
PRV001036,Provider Name 1036,711704,Active
PRV001037,Provider Name 1037,872351,Active
PRV001038,Provider Name 1038,517824,Active
PRV001039,Provider Name 1039,735991,Active
PRV001040,Provider Name 1040,312918,Active
PRV001041,Provider Name 1041,678159,Active
PRV001042,Provider Name 1042,521605,Active
PRV001043,Provider Name 1043,297361,Active
PRV001044,Provider Name 1044,802103,Active
PRV001045,Provider Name 1045,407520,Active
PRV001046,Provider Name 1046,535281,Active
PRV001047,Provider Name 1047,128507,Active
PRV001048,Provider Name 1048,578096,Active
PRV001049,Provider Name 1049,591652,Active
PRV001050,Provider Name 1050,817500,Active
PRV001051,Provider Name 1051,531411,Active
PRV001052,Provider Name 1052,850027,Active
PRV001053,Provider Name 1053,389621,Active
PRV001054,Provider Name 1054,532788,Active
PRV001055,Provider Name 1055,666939,Active
PRV001056,Provider Name 1056,174197,Active
PRV001057,Provider Name 1057,174197,Active
PRV001058,Provider Name 1058,297361,Active
PRV001059,Provider Name 1059,448026,Active
PRV001060,Provider Name 1060,458893,Active
PRV001061,Provider Name 1061,334297,Active
PRV001062,Provider Name 1062,934460,Active
PRV001063,Provider Name 1063,215820,Active
PRV001064,Provider Name 1064,604607,Active
PRV001065,Provider Name 1065,343413,Active
PRV001066,Provider Name 1066,981443,Active
PRV001067,Provider Name 1067,554066,Active
PRV001068,Provider Name 1068,367120,Active
PRV001069,Provider Name 1069,170175,Active
PRV001070,Provider Name 1070,448026,Active
PRV001071,Provider Name 1071,631224,Active
PRV001072,Provider Name 1072,931521,Active
PRV001073,Provider Name 1073,562186,Active
PRV001074,Provider Name 1074,338959,Active
PRV001075,Provider Name 1075,549651,Active
PRV001076,Provider Name 1076,847801,Active
PRV001077,Provider Name 1077,466597,Active
PRV001078,Provider Name 1078,619251,Active
PRV001079,Provider Name 1079,531411,Active
PRV001080,Provider Name 1080,894043,Active
PRV001081,Provider Name 1081,247394,Active
PRV001082,Provider Name 1082,640135,Active
PRV001083,Provider Name 1083,163659,Active
PRV001084,Provider Name 1084,509043,Active
PRV001085,Provider Name 1085,542894,Active
PRV001086,Provider Name 1086,386412,Active
PRV001087,Provider Name 1087,578096,Active
PRV001088,Provider Name 1088,389741,Active
PRV001089,Provider Name 1089,376292,Active
PRV001090,Provider Name 1090,630647,Active
PRV001091,Provider Name 1091,565422,Active
PRV001092,Provider Name 1092,711704,Active
PRV001093,Provider Name 1093,341576,Active
PRV001094,Provider Name 1094,536486,Active
PRV001095,Provider Name 1095,168989,Active
PRV001096,Provider Name 1096,169790,Active
PRV001097,Provider Name 1097,935133,Active
PRV001098,Provider Name 1098,166223,Active
PRV001099,Provider Name 1099,163080,Active
PRV001100,Provider Name 1100,657675,Active
PRV001101,Provider Name 1101,800467,Active
PRV001102,Provider Name 1102,619520,Active
PRV001103,Provider Name 1103,940283,Active
PRV001104,Provider Name 1104,990355,Active
PRV001105,Provider Name 1105,407520,Active
PRV001106,Provider Name 1106,730066,Active
PRV001107,Provider Name 1107,428790,Active
PRV001108,Provider Name 1108,271376,Active
PRV001109,Provider Name 1109,754242,Active
PRV001110,Provider Name 1110,672577,Active
PRV001111,Provider Name 1111,838464,Active
PRV001112,Provider Name 1112,868802,Active
PRV001113,Provider Name 1113,327512,Active
PRV001114,Provider Name 1114,866680,Active
PRV001115,Provider Name 1115,870780,Active
PRV001116,Provider Name 1116,305979,Active
PRV001117,Provider Name 1117,982992,Active
PRV001118,Provider Name 1118,185620,Active
PRV001119,Provider Name 1119,662590,Active
PRV001120,Provider Name 1120,799747,Active
PRV001121,Provider Name 1121,763164,Active
PRV001122,Provider Name 1122,389741,Active
PRV001123,Provider Name 1123,857343,Active
PRV001124,Provider Name 1124,751491,Active
PRV001125,Provider Name 1125,895551,Active
PRV001126,Provider Name 1126,573028,Active
PRV001127,Provider Name 1127,341576,Active
PRV001128,Provider Name 1128,577571,Active
PRV001129,Provider Name 1129,636505,Active
PRV001130,Provider Name 1130,926792,Active
PRV001131,Provider Name 1131,599819,Active
PRV001132,Provider Name 1132,562186,Active
PRV001133,Provider Name 1133,630647,Active
PRV001134,Provider Name 1134,420354,Active
PRV001135,Provider Name 1135,196597,Active
PRV001136,Provider Name 1136,626897,Active
PRV001137,Provider Name 1137,773360,Active
PRV001138,Provider Name 1138,784462,Active
PRV001139,Provider Name 1139,577571,Active
PRV001140,Provider Name 1140,775627,Active
PRV001141,Provider Name 1141,642023,Active
PRV001142,Provider Name 1142,376126,Active
PRV001143,Provider Name 1143,376126,Active
PRV001144,Provider Name 1144,775627,Active
PRV001145,Provider Name 1145,168989,Active
PRV001146,Provider Name 1146,549651,Active
PRV001147,Provider Name 1147,169790,Active
PRV001148,Provider Name 1148,940283,Active
PRV001149,Provider Name 1149,149189,Active
PRV001150,Provider Name 1150,506533,Active
PRV001151,Provider Name 1151,517824,Active
PRV001152,Provider Name 1152,120981,Active
PRV001153,Provider Name 1153,875932,Active
PRV001154,Provider Name 1154,396893,Active
PRV001155,Provider Name 1155,546793,Active
PRV001156,Provider Name 1156,226882,Active
PRV001157,Provider Name 1157,390226,Active
PRV001158,Provider Name 1158,619251,Active
PRV001159,Provider Name 1159,562186,Active
PRV001160,Provider Name 1160,196597,Active
PRV001161,Provider Name 1161,703989,Active
PRV001162,Provider Name 1162,628308,Active
PRV001163,Provider Name 1163,546872,Active
PRV001164,Provider Name 1164,859317,Active
PRV001165,Provider Name 1165,530146,Active
PRV001166,Provider Name 1166,800467,Active
PRV001167,Provider Name 1167,336450,Active
PRV001168,Provider Name 1168,341478,Active
PRV001169,Provider Name 1169,982992,Active
PRV001170,Provider Name 1170,450142,Active
PRV001171,Provider Name 1171,420354,Active
PRV001172,Provider Name 1172,518635,Active
PRV001173,Provider Name 1173,161807,Active
PRV001174,Provider Name 1174,604607,Active
PRV001175,Provider Name 1175,711420,Active
PRV001176,Provider Name 1176,185620,Active
PRV001177,Provider Name 1177,837737,Active
PRV001178,Provider Name 1178,528245,Active
PRV001179,Provider Name 1179,349723,Active
PRV001180,Provider Name 1180,717641,Active
PRV001181,Provider Name 1181,935133,Active
PRV001182,Provider Name 1182,142866,Active
PRV001183,Provider Name 1183,857343,Active
PRV001184,Provider Name 1184,163659,Active
PRV001185,Provider Name 1185,390226,Active
PRV001186,Provider Name 1186,591652,Active
PRV001187,Provider Name 1187,250848,Active
PRV001188,Provider Name 1188,389249,Active
PRV001189,Provider Name 1189,213458,Active
PRV001190,Provider Name 1190,521605,Active
PRV001191,Provider Name 1191,420366,Active
PRV001192,Provider Name 1192,671932,Active
PRV001193,Provider Name 1193,343413,Active
PRV001194,Provider Name 1194,420366,Active
PRV001195,Provider Name 1195,170175,Active
PRV001196,Provider Name 1196,982992,Active
PRV001197,Provider Name 1197,840952,Active
PRV001198,Provider Name 1198,861417,Active
PRV001199,Provider Name 1199,163659,Active
PRV001200,Provider Name 1200,306744,Active
PRV001201,Provider Name 1201,437316,Active
PRV001202,Provider Name 1202,547780,Active
PRV001203,Provider Name 1203,859317,Active
PRV001204,Provider Name 1204,251323,Active
PRV001205,Provider Name 1205,161292,Active
PRV001206,Provider Name 1206,268190,Active
PRV001207,Provider Name 1207,272304,Active
PRV001208,Provider Name 1208,463200,Active
PRV001209,Provider Name 1209,520009,Active
PRV001210,Provider Name 1210,630647,Active
PRV001211,Provider Name 1211,926792,Active
PRV001212,Provider Name 1212,693880,Active
PRV001213,Provider Name 1213,934460,Active
PRV001214,Provider Name 1214,376126,Active
PRV001215,Provider Name 1215,612947,Active
PRV001216,Provider Name 1216,578096,Active
PRV001217,Provider Name 1217,608720,Active
PRV001218,Provider Name 1218,894043,Active
PRV001219,Provider Name 1219,608720,Active
PRV001220,Provider Name 1220,389741,Active
PRV001221,Provider Name 1221,965434,Active
PRV001222,Provider Name 1222,301533,Active
PRV001223,Provider Name 1223,265010,Active
PRV001224,Provider Name 1224,301533,Active
PRV001225,Provider Name 1225,766775,Active
PRV001226,Provider Name 1226,855670,Active
PRV001227,Provider Name 1227,845788,Active
PRV001228,Provider Name 1228,149189,Active
PRV001229,Provider Name 1229,389621,Active
PRV001230,Provider Name 1230,127443,Active
PRV001231,Provider Name 1231,748281,Active
PRV001232,Provider Name 1232,987009,Active
PRV001233,Provider Name 1233,509043,Active
PRV001234,Provider Name 1234,840952,Active
PRV001235,Provider Name 1235,902573,Active
PRV001236,Provider Name 1236,682278,Active
PRV001237,Provider Name 1237,487349,Active
PRV001238,Provider Name 1238,174197,Active
PRV001239,Provider Name 1239,546872,Active
PRV001240,Provider Name 1240,501820,Active
PRV001241,Provider Name 1241,605620,Active
PRV001242,Provider Name 1242,693706,Active
PRV001243,Provider Name 1243,562186,Active
PRV001244,Provider Name 1244,367120,Active
PRV001245,Provider Name 1245,931349,Active
PRV001246,Provider Name 1246,111161,Active
PRV001247,Provider Name 1247,458016,Active
PRV001248,Provider Name 1248,429327,Active
PRV001249,Provider Name 1249,636505,Active
PRV001250,Provider Name 1250,895551,Active
PRV001251,Provider Name 1251,894043,Active
PRV001252,Provider Name 1252,849370,Active
PRV001253,Provider Name 1253,327512,Active
PRV001254,Provider Name 1254,342869,Active
PRV001255,Provider Name 1255,549564,Active
PRV001256,Provider Name 1256,605620,Active
PRV001257,Provider Name 1257,693063,Active
PRV001258,Provider Name 1258,161292,Active
PRV001259,Provider Name 1259,170175,Active
PRV001260,Provider Name 1260,735645,Active
PRV001261,Provider Name 1261,506533,Active
PRV001262,Provider Name 1262,672577,Active
PRV001263,Provider Name 1263,819533,Active
PRV001264,Provider Name 1264,105307,Active
PRV001265,Provider Name 1265,461113,Active
PRV000305,Provider Name 305,765848,Active
PRV000021,Provider Name 21,663803,Active
PRV000246,Provider Name 246,336450,Active
PRV000374,Provider Name 374,180556,Active
PRV001114,Provider Name 1114,961023,Active
PRV000315,Provider Name 315,802103,Active
PRV000563,Provider Name 563,118748,Active
PRV000731,Provider Name 731,546872,Active
PRV000410,Provider Name 410,565422,Active
PRV000356,Provider Name 356,216641,Active
PRV000526,Provider Name 526,341576,Active
PRV000833,Provider Name 833,156542,Active
PRV001034,Provider Name 1034,841419,Active
PRV000461,Provider Name 461,952759,Active
PRV000996,Provider Name 996,663803,Active
PRV000182,Provider Name 182,855670,Active
PRV000735,Provider Name 735,487349,Active
PRV001210,Provider Name 1210,971841,Active
PRV000930,Provider Name 930,952759,Active
PRV000115,Provider Name 115,763164,Active
PRV000457,Provider Name 457,693880,Active
PRV000632,Provider Name 632,898960,Active
PRV000935,Provider Name 935,290362,Active
PRV001010,Provider Name 1010,693706,Active
PRV000374,Provider Name 374,501820,Active
PRV001168,Provider Name 1168,780838,Active
PRV001087,Provider Name 1087,855670,Active
PRV001183,Provider Name 1183,216641,Active
PRV000361,Provider Name 361,809646,Active
PRV000479,Provider Name 479,686502,Active
PRV001127,Provider Name 1127,341478,Active
PRV000567,Provider Name 567,812123,Active
PRV000496,Provider Name 496,164611,Active
PRV000314,Provider Name 314,361159,Active
PRV000032,Provider Name 32,990355,Active
PRV000349,Provider Name 349,518635,Active
PRV000899,Provider Name 899,306744,Active
PRV000233,Provider Name 233,196597,Active
PRV000520,Provider Name 520,288500,Active
PRV000694,Provider Name 694,866680,Active
PRV000323,Provider Name 323,341478,Active
PRV001094,Provider Name 1094,547780,Active
PRV001106,Provider Name 1106,127443,Active
PRV001072,Provider Name 1072,612947,Active
PRV001159,Provider Name 1159,868802,Active
PRV000563,Provider Name 563,337684,Active
PRV000240,Provider Name 240,940283,Active
PRV001102,Provider Name 1102,952759,Active
PRV000563,Provider Name 563,420366,Active
PRV000806,Provider Name 806,712652,Active
PRV000848,Provider Name 848,271376,Active
PRV000407,Provider Name 407,287265,Active
PRV000240,Provider Name 240,491226,Active
PRV000544,Provider Name 544,403468,Active
PRV000449,Provider Name 449,849370,Active
PRV001058,Provider Name 1058,952759,Active
PRV001056,Provider Name 1056,479798,Active
PRV000986,Provider Name 986,940283,Active
PRV000080,Provider Name 80,336450,Active
PRV000542,Provider Name 542,390226,Active
PRV000316,Provider Name 316,471583,Active
PRV001123,Provider Name 1123,599819,Active
PRV001113,Provider Name 1113,898960,Active
PRV000809,Provider Name 809,961023,Active
PRV000552,Provider Name 552,989546,Active
PRV001110,Provider Name 1110,268190,Active
PRV000952,Provider Name 952,177564,Active
PRV000624,Provider Name 624,458893,Active
PRV000342,Provider Name 342,940283,Active
PRV000714,Provider Name 714,174197,Active
PRV001020,Provider Name 1020,563895,Active
PRV000868,Provider Name 868,784462,Active
PRV001224,Provider Name 1224,376292,Active
PRV000698,Provider Name 698,163659,Active
PRV000191,Provider Name 191,845788,Active
PRV000783,Provider Name 783,429327,Active
PRV000844,Provider Name 844,271376,Active
PRV000759,Provider Name 759,855670,Active
PRV000664,Provider Name 664,990632,Active
PRV000379,Provider Name 379,987009,Active
PRV001099,Provider Name 1099,802103,Active
PRV000273,Provider Name 273,690008,Active
PRV000210,Provider Name 210,295591,Active
PRV000255,Provider Name 255,721389,Active
PRV001265,Provider Name 1265,157651,Active
PRV000112,Provider Name 112,657675,Active
PRV000413,Provider Name 413,461128,Active
PRV000220,Provider Name 220,775627,Active
PRV000652,Provider Name 652,342869,Active
PRV000038,Provider Name 38,989546,Active
PRV000220,Provider Name 220,841419,Active
PRV000773,Provider Name 773,565176,Active
PRV001103,Provider Name 1103,428790,Active
PRV000695,Provider Name 695,612947,Active
PRV001133,Provider Name 1133,775627,Active
PRV000457,Provider Name 457,450142,Active
PRV000407,Provider Name 407,214549,Active
PRV000530,Provider Name 530,341478,Active
PRV000250,Provider Name 250,458016,Active
PRV000281,Provider Name 281,931349,Active
PRV000998,Provider Name 998,281722,Active
PRV000619,Provider Name 619,177564,Active
PRV000131,Provider Name 131,156542,Active
PRV001029,Provider Name 1029,737608,Active
PRV000687,Provider Name 687,177988,Active
PRV001171,Provider Name 1171,717641,Active
PRV001054,Provider Name 1054,341576,Active
PRV000632,Provider Name 632,251323,Active
PRV000987,Provider Name 987,164611,Active
PRV000075,Provider Name 75,372624,Active
PRV000042,Provider Name 42,763164,Active
PRV000218,Provider Name 218,361159,Active
PRV000045,Provider Name 45,288500,Active
PRV000259,Provider Name 259,466597,Active
